year,period,periodName,value,footnotes,seriesID
2005,M04,April,193.7,,CUSR0000SA0
2005,M03,March,193.1,,CUSR0000SA0
2005,M02,February,192.4,,CUSR0000SA0
2005,M01,January,191.6,,CUSR0000SA0
2004,M12,December,191.7,,CUSR0000SA0
2004,M11,November,191.7,,CUSR0000SA0
2004,M10,October,190.8,,CUSR0000SA0
2004,M09,September,189.8,,CUSR0000SA0
2004,M08,August,189.2,,CUSR0000SA0
2004,M07,July,189.1,,CUSR0000SA0
2004,M06,June,188.9,,CUSR0000SA0
2004,M05,May,188.2,,CUSR0000SA0
2004,M04,April,187.4,,CUSR0000SA0
2004,M03,March,187.1,,CUSR0000SA0
2004,M02,February,186.7,,CUSR0000SA0
2004,M01,January,186.3,,CUSR0000SA0
2003,M12,December,185.5,,CUSR0000SA0
2003,M11,November,185,,CUSR0000SA0
2003,M10,October,184.9,,CUSR0000SA0
2003,M09,September,185.1,,CUSR0000SA0
2003,M08,August,184.5,,CUSR0000SA0
2003,M07,July,183.7,,CUSR0000SA0
2003,M06,June,183.1,,CUSR0000SA0
2003,M05,May,182.9,,CUSR0000SA0
2003,M04,April,183.2,,CUSR0000SA0
2003,M03,March,183.9,,CUSR0000SA0
2003,M02,February,183.6,,CUSR0000SA0
2003,M01,January,182.6,,CUSR0000SA0
2002,M12,December,181.8,,CUSR0000SA0
2002,M11,November,181.5,,CUSR0000SA0
2002,M10,October,181.2,,CUSR0000SA0
2002,M09,September,180.8,,CUSR0000SA0
2002,M08,August,180.5,,CUSR0000SA0
2002,M07,July,180,,CUSR0000SA0
2002,M06,June,179.6,,CUSR0000SA0
2002,M05,May,179.5,,CUSR0000SA0
2002,M04,April,179.3,,CUSR0000SA0
2002,M03,March,178.5,,CUSR0000SA0
2002,M02,February,178,,CUSR0000SA0
2002,M01,January,177.7,,CUSR0000SA0
2001,M12,December,177.4,,CUSR0000SA0
2001,M11,November,177.5,,CUSR0000SA0
2001,M10,October,177.6,,CUSR0000SA0
2001,M09,September,178.1,,CUSR0000SA0
2001,M08,August,177.4,,CUSR0000SA0
2001,M07,July,177.4,,CUSR0000SA0
2001,M06,June,177.7,,CUSR0000SA0
2001,M05,May,177.3,,CUSR0000SA0
2001,M04,April,176.4,,CUSR0000SA0
2001,M03,March,176.1,,CUSR0000SA0
2001,M02,February,176,,CUSR0000SA0
2001,M01,January,175.6,,CUSR0000SA0
2000,M12,December,174.6,,CUSR0000SA0
2000,M11,November,174.2,,CUSR0000SA0
2000,M10,October,173.9,,CUSR0000SA0
2000,M09,September,173.6,,CUSR0000SA0
2000,M08,August,172.7,,CUSR0000SA0
2000,M07,July,172.7,,CUSR0000SA0
2000,M06,June,172.2,,CUSR0000SA0
2000,M05,May,171.2,,CUSR0000SA0
2000,M04,April,170.9,,CUSR0000SA0
2000,M03,March,171,,CUSR0000SA0
2000,M02,February,170,,CUSR0000SA0
2000,M01,January,169.3,,CUSR0000SA0
1999,M12,December,168.8,,CUSR0000SA0
1999,M11,November,168.4,,CUSR0000SA0
1999,M10,October,168.1,,CUSR0000SA0
1999,M09,September,167.8,,CUSR0000SA0
1999,M08,August,167.1,,CUSR0000SA0
1999,M07,July,166.7,,CUSR0000SA0
1999,M06,June,166,,CUSR0000SA0
1999,M05,May,166,,CUSR0000SA0
1999,M04,April,165.9,,CUSR0000SA0
1999,M03,March,164.8,,CUSR0000SA0
1999,M02,February,164.7,,CUSR0000SA0
1999,M01,January,164.7,,CUSR0000SA0
1998,M12,December,164.4,,CUSR0000SA0
1998,M11,November,164.1,,CUSR0000SA0
1998,M10,October,163.9,,CUSR0000SA0
1998,M09,September,163.5,,CUSR0000SA0
1998,M08,August,163.4,,CUSR0000SA0
1998,M07,July,163.2,,CUSR0000SA0
1998,M06,June,162.8,,CUSR0000SA0
1998,M05,May,162.6,,CUSR0000SA0
1998,M04,April,162.2,,CUSR0000SA0
1998,M03,March,162,,CUSR0000SA0
1998,M02,February,162,,CUSR0000SA0
1998,M01,January,162,,CUSR0000SA0
2017,M12,December,247.736,,CUSR0000SA0
2017,M11,November,247.378,,CUSR0000SA0
2017,M10,October,246.657,,CUSR0000SA0
2017,M09,September,246.551,,CUSR0000SA0
2017,M08,August,245.205,,CUSR0000SA0
2017,M07,July,244.28,,CUSR0000SA0
2017,M06,June,244.218,,CUSR0000SA0
2017,M05,May,244.069,,CUSR0000SA0
2017,M04,April,244.274,,CUSR0000SA0
2017,M03,March,243.766,,CUSR0000SA0
2017,M02,February,243.872,,CUSR0000SA0
2017,M01,January,243.62,,CUSR0000SA0
2016,M12,December,242.637,,CUSR0000SA0
2016,M11,November,242.026,,CUSR0000SA0
2016,M10,October,241.741,,CUSR0000SA0
2016,M09,September,241.176,,CUSR0000SA0
2016,M08,August,240.545,,CUSR0000SA0
2016,M07,July,240.101,,CUSR0000SA0
2016,M06,June,240.222,,CUSR0000SA0
2016,M05,May,239.557,,CUSR0000SA0
2016,M04,April,238.992,,CUSR0000SA0
2016,M03,March,238.08,,CUSR0000SA0
2016,M02,February,237.336,,CUSR0000SA0
2016,M01,January,237.652,,CUSR0000SA0
2015,M12,December,237.761,,CUSR0000SA0
2015,M11,November,238.017,,CUSR0000SA0
2015,M10,October,237.733,,CUSR0000SA0
2015,M09,September,237.498,,CUSR0000SA0
2015,M08,August,238.033,,CUSR0000SA0
2015,M07,July,238.034,,CUSR0000SA0
2015,M06,June,237.657,,CUSR0000SA0
2015,M05,May,237.001,,CUSR0000SA0
2015,M04,April,236.222,,CUSR0000SA0
2015,M03,March,235.976,,CUSR0000SA0
2015,M02,February,235.342,,CUSR0000SA0
2015,M01,January,234.747,,CUSR0000SA0
2014,M12,December,236.252,,CUSR0000SA0
2014,M11,November,236.983,,CUSR0000SA0
2014,M10,October,237.43,,CUSR0000SA0
2014,M09,September,237.477,,CUSR0000SA0
2014,M08,August,237.46,,CUSR0000SA0
2014,M07,July,237.498,,CUSR0000SA0
2014,M06,June,237.231,,CUSR0000SA0
2014,M05,May,236.918,,CUSR0000SA0
2014,M04,April,236.468,,CUSR0000SA0
2014,M03,March,236.028,,CUSR0000SA0
2014,M02,February,235.547,,CUSR0000SA0
2014,M01,January,235.288,,CUSR0000SA0
2013,M12,December,234.719,,CUSR0000SA0
2013,M11,November,234.1,,CUSR0000SA0
2013,M10,October,233.669,,CUSR0000SA0
2013,M09,September,233.544,,CUSR0000SA0
2013,M08,August,233.456,,CUSR0000SA0
2013,M07,July,232.9,,CUSR0000SA0
2013,M06,June,232.445,,CUSR0000SA0
2013,M05,May,231.893,,CUSR0000SA0
2013,M04,April,231.797,,CUSR0000SA0
2013,M03,March,232.282,,CUSR0000SA0
2013,M02,February,232.937,,CUSR0000SA0
2013,M01,January,231.679,,CUSR0000SA0
2012,M12,December,231.221,,CUSR0000SA0
2012,M11,November,231.249,,CUSR0000SA0
2012,M10,October,231.638,,CUSR0000SA0
2012,M09,September,231.015,,CUSR0000SA0
2012,M08,August,229.918,,CUSR0000SA0
2012,M07,July,228.59,,CUSR0000SA0
2012,M06,June,228.524,,CUSR0000SA0
2012,M05,May,228.713,,CUSR0000SA0
2012,M04,April,229.187,,CUSR0000SA0
2012,M03,March,228.807,,CUSR0000SA0
2012,M02,February,228.329,,CUSR0000SA0
2012,M01,January,227.842,,CUSR0000SA0
2011,M12,December,227.223,,CUSR0000SA0
2011,M11,November,227.169,,CUSR0000SA0
2011,M10,October,226.75,,CUSR0000SA0
2011,M09,September,226.597,,CUSR0000SA0
2011,M08,August,226.106,,CUSR0000SA0
2011,M07,July,225.395,,CUSR0000SA0
2011,M06,June,224.806,,CUSR0000SA0
2011,M05,May,224.806,,CUSR0000SA0
2011,M04,April,224.093,,CUSR0000SA0
2011,M03,March,223.046,,CUSR0000SA0
2011,M02,February,221.898,,CUSR0000SA0
2011,M01,January,221.187,,CUSR0000SA0
2010,M12,December,220.472,,CUSR0000SA0
2010,M11,November,219.59,,CUSR0000SA0
2010,M10,October,219.035,,CUSR0000SA0
2010,M09,September,218.275,,CUSR0000SA0
2010,M08,August,217.923,,CUSR0000SA0
2010,M07,July,217.605,,CUSR0000SA0
2010,M06,June,217.199,,CUSR0000SA0
2010,M05,May,217.29,,CUSR0000SA0
2010,M04,April,217.403,,CUSR0000SA0
2010,M03,March,217.353,,CUSR0000SA0
2010,M02,February,217.281,,CUSR0000SA0
2010,M01,January,217.488,,CUSR0000SA0
2009,M12,December,217.347,,CUSR0000SA0
2009,M11,November,217.234,,CUSR0000SA0
2009,M10,October,216.509,,CUSR0000SA0
2009,M09,September,215.861,,CUSR0000SA0
2009,M08,August,215.445,,CUSR0000SA0
2009,M07,July,214.726,,CUSR0000SA0
2009,M06,June,214.79,,CUSR0000SA0
2009,M05,May,213.022,,CUSR0000SA0
2009,M04,April,212.709,,CUSR0000SA0
2009,M03,March,212.495,,CUSR0000SA0
2009,M02,February,212.705,,CUSR0000SA0
2009,M01,January,211.933,,CUSR0000SA0
2008,M12,December,211.398,,CUSR0000SA0
2008,M11,November,213.153,,CUSR0000SA0
2008,M10,October,216.995,,CUSR0000SA0
2008,M09,September,218.877,,CUSR0000SA0
2008,M08,August,218.69,,CUSR0000SA0
2008,M07,July,219.016,,CUSR0000SA0
2008,M06,June,217.463,,CUSR0000SA0
2008,M05,May,215.208,,CUSR0000SA0
2008,M04,April,213.942,,CUSR0000SA0
2008,M03,March,213.448,,CUSR0000SA0
2008,M02,February,212.687,,CUSR0000SA0
2008,M01,January,212.174,,CUSR0000SA0
2018,M12,December,252.493,,CUSR0000SA0
2018,M11,November,252.822,,CUSR0000SA0
2018,M10,October,252.899,,CUSR0000SA0
2018,M09,September,252.183,,CUSR0000SA0
2018,M08,August,251.735,,CUSR0000SA0
2018,M07,July,251.345,,CUSR0000SA0
2018,M06,June,251.152,,CUSR0000SA0
2018,M05,May,250.786,,CUSR0000SA0
2018,M04,April,250.275,,CUSR0000SA0
2018,M03,March,249.517,,CUSR0000SA0
2018,M02,February,249.3,,CUSR0000SA0
2018,M01,January,248.721,,CUSR0000SA0
